sample,Test_size,alpha,actual_prop,pred_prop,abs_error,quantifier
3,35,0.8,0.8,0.43,0.37,HDy
3,35,0.8,0.8,0.48,0.32,DyS
3,35,0.8,0.8,0.52,0.28,SORD
1,40,0.2,0.2,0.07,0.13,CC
1,40,0.2,0.2,0.56,0.36,ACC
1,40,0.2,0.2,0.21,0.01,PCC
1,40,0.2,0.2,0.25,0.05,PACC
1,40,0.2,0.2,0.58,0.38,X
1,40,0.2,0.2,0.75,0.55,MAX
1,40,0.2,0.2,0.56,0.36,T50
1,40,0.2,0.2,0.4,0.2,MS
1,40,0.2,0.2,0.25,0.05,HDy
1,40,0.2,0.2,0.47,0.27,DyS
1,40,0.2,0.2,0.53,0.33,SORD
2,40,0.2,0.2,0.07,0.13,CC
2,40,0.2,0.2,0.56,0.36,ACC
2,40,0.2,0.2,0.17,0.03,PCC
2,40,0.2,0.2,0.25,0.05,PACC
2,40,0.2,0.2,0.12,0.08,X
2,40,0.2,0.2,0.02,0.18,MAX
2,40,0.2,0.2,0.12,0.08,T50
2,40,0.2,0.2,0.11,0.09,MS
2,40,0.2,0.2,0.0,0.2,HDy
2,40,0.2,0.2,0.06,0.14,DyS
2,40,0.2,0.2,0.01,0.19,SORD
3,40,0.2,0.2,0.07,0.13,CC
3,40,0.2,0.2,0.56,0.36,ACC
3,40,0.2,0.2,0.19,0.01,PCC
3,40,0.2,0.2,0.25,0.05,PACC
3,40,0.2,0.2,0.08,0.12,X
3,40,0.2,0.2,0.08,0.12,MAX
3,40,0.2,0.2,0.17,0.03,T50
3,40,0.2,0.2,0.19,0.01,MS
3,40,0.2,0.2,0.03,0.17,HDy
3,40,0.2,0.2,0.25,0.05,DyS
3,40,0.2,0.2,0.24,0.04,SORD
1,40,0.5,0.5,0.1,0.4,CC
1,40,0.5,0.5,1.0,0.5,ACC
1,40,0.5,0.5,0.23,0.27,PCC
1,40,0.5,0.5,0.62,0.12,PACC
1,40,0.5,0.5,0.02,0.48,X
1,40,0.5,0.5,0.37,0.13,MAX
1,40,0.5,0.5,0.46,0.04,T50
1,40,0.5,0.5,0.5,0.0,MS
1,40,0.5,0.5,0.22,0.28,HDy
1,40,0.5,0.5,0.46,0.04,DyS
1,40,0.5,0.5,0.64,0.14,SORD
2,40,0.5,0.5,0.05,0.45,CC
2,40,0.5,0.5,0.33,0.17,ACC
2,40,0.5,0.5,0.24,0.26,PCC
2,40,0.5,0.5,0.25,0.25,PACC
2,40,0.5,0.5,1.0,0.5,X
2,40,0.5,0.5,0.85,0.35,MAX
2,40,0.5,0.5,0.65,0.15,T50
2,40,0.5,0.5,0.77,0.27,MS
2,40,0.5,0.5,0.75,0.25,HDy
2,40,0.5,0.5,0.78,0.28,DyS
2,40,0.5,0.5,0.77,0.27,SORD
3,40,0.5,0.5,0.03,0.47,CC
3,40,0.5,0.5,0.11,0.39,ACC
3,40,0.5,0.5,0.2,0.3,PCC
3,40,0.5,0.5,0.0,0.5,PACC
3,40,0.5,0.5,0.28,0.22,X
3,40,0.5,0.5,0.46,0.04,MAX
3,40,0.5,0.5,0.46,0.04,T50
3,40,0.5,0.5,0.31,0.19,MS
3,40,0.5,0.5,0.4,0.1,HDy
3,40,0.5,0.5,0.33,0.17,DyS
3,40,0.5,0.5,0.39,0.11,SORD
1,40,0.8,0.8,0.12,0.68,CC
1,40,0.8,0.8,1.0,0.2,ACC
1,40,0.8,0.8,0.26,0.54,PCC
1,40,0.8,0.8,0.75,0.05,PACC
1,40,0.8,0.8,1.0,0.2,X
1,40,0.8,0.8,0.94,0.14,MAX
1,40,0.8,0.8,0.94,0.14,T50
1,40,0.8,0.8,0.94,0.14,MS
1,40,0.8,0.8,0.7,0.1,HDy
1,40,0.8,0.8,0.88,0.08,DyS
1,40,0.8,0.8,0.97,0.17,SORD
2,40,0.8,0.8,0.05,0.75,CC
2,40,0.8,0.8,0.33,0.47,ACC
2,40,0.8,0.8,0.23,0.57,PCC
2,40,0.8,0.8,0.25,0.55,PACC
2,40,0.8,0.8,1.0,0.2,X
2,40,0.8,0.8,0.85,0.05,MAX
2,40,0.8,0.8,0.75,0.05,T50
2,40,0.8,0.8,0.67,0.13,MS
2,40,0.8,0.8,0.44,0.36,HDy
2,40,0.8,0.8,0.64,0.16,DyS
2,40,0.8,0.8,0.75,0.05,SORD
3,40,0.8,0.8,0.1,0.7,CC
3,40,0.8,0.8,0.89,0.09,ACC
3,40,0.8,0.8,0.26,0.54,PCC
3,40,0.8,0.8,0.75,0.05,PACC
3,40,0.8,0.8,1.0,0.2,X
3,40,0.8,0.8,1.0,0.2,MAX
3,40,0.8,0.8,1.0,0.2,T50
3,40,0.8,0.8,1.0,0.2,MS
3,40,0.8,0.8,0.75,0.05,HDy
3,40,0.8,0.8,0.89,0.09,DyS
3,40,0.8,0.8,0.97,0.17,SORD
1,45,0.2,0.2,0.02,0.18,CC
1,45,0.2,0.2,0.0,0.2,ACC
1,45,0.2,0.2,0.16,0.04,PCC
1,45,0.2,0.2,0.0,0.2,PACC
1,45,0.2,0.2,0.17,0.03,X
1,45,0.2,0.2,0.05,0.15,MAX
1,45,0.2,0.2,0.06,0.14,T50
1,45,0.2,0.2,0.03,0.17,MS
1,45,0.2,0.2,0.01,0.19,HDy
1,45,0.2,0.2,0.04,0.16,DyS
1,45,0.2,0.2,0.0,0.2,SORD
2,45,0.2,0.2,0.02,0.18,CC
2,45,0.2,0.2,0.0,0.2,ACC
2,45,0.2,0.2,0.19,0.01,PCC
2,45,0.2,0.2,0.0,0.2,PACC
2,45,0.2,0.2,0.44,0.24,X
2,45,0.2,0.2,0.46,0.26,MAX
2,45,0.2,0.2,0.4,0.2,T50
2,45,0.2,0.2,0.27,0.07,MS
2,45,0.2,0.2,0.04,0.16,HDy
2,45,0.2,0.2,0.17,0.03,DyS
2,45,0.2,0.2,0.31,0.11,SORD
3,45,0.2,0.2,0.0,0.2,CC
3,45,0.2,0.2,0.0,0.2,ACC
3,45,0.2,0.2,0.19,0.01,PCC
3,45,0.2,0.2,0.0,0.2,PACC
3,45,0.2,0.2,0.26,0.06,X
3,45,0.2,0.2,0.21,0.01,MAX
3,45,0.2,0.2,0.4,0.2,T50
3,45,0.2,0.2,0.14,0.06,MS
3,45,0.2,0.2,0.16,0.04,HDy
3,45,0.2,0.2,0.12,0.08,DyS
3,45,0.2,0.2,0.24,0.04,SORD
1,45,0.5,0.49,0.0,0.49,CC
1,45,0.5,0.49,0.0,0.49,ACC
1,45,0.5,0.49,0.21,0.28,PCC
1,45,0.5,0.49,0.0,0.49,PACC
1,45,0.5,0.49,0.79,0.3,X
1,45,0.5,0.49,0.46,0.03,MAX
1,45,0.5,0.49,0.57,0.08,T50
1,45,0.5,0.49,0.2,0.29,MS
1,45,0.5,0.49,0.76,0.27,HDy
1,45,0.5,0.49,0.61,0.12,DyS
1,45,0.5,0.49,0.54,0.05,SORD
2,45,0.5,0.49,0.04,0.45,CC
2,45,0.5,0.49,0.22,0.27,ACC
2,45,0.5,0.49,0.19,0.3,PCC
2,45,0.5,0.49,0.0,0.49,PACC
2,45,0.5,0.49,0.44,0.05,X
2,45,0.5,0.49,0.29,0.2,MAX
2,45,0.5,0.49,0.23,0.26,T50
2,45,0.5,0.49,0.2,0.29,MS
2,45,0.5,0.49,0.04,0.45,HDy
2,45,0.5,0.49,0.23,0.26,DyS
2,45,0.5,0.49,0.29,0.2,SORD
3,45,0.5,0.49,0.02,0.47,CC
3,45,0.5,0.49,0.0,0.49,ACC
3,45,0.5,0.49,0.18,0.31,PCC
3,45,0.5,0.49,0.0,0.49,PACC
3,45,0.5,0.49,0.26,0.23,X
3,45,0.5,0.49,0.29,0.2,MAX
3,45,0.5,0.49,0.23,0.26,T50
3,45,0.5,0.49,0.23,0.26,MS
3,45,0.5,0.49,0.06,0.43,HDy
3,45,0.5,0.49,0.07,0.42,DyS
3,45,0.5,0.49,0.23,0.26,SORD
1,45,0.8,0.8,0.07,0.73,CC
1,45,0.8,0.8,0.56,0.24,ACC
1,45,0.8,0.8,0.22,0.58,PCC
1,45,0.8,0.8,0.25,0.55,PACC
1,45,0.8,0.8,0.61,0.19,X
1,45,0.8,0.8,0.55,0.25,MAX
1,45,0.8,0.8,0.57,0.23,T50
1,45,0.8,0.8,0.54,0.26,MS
1,45,0.8,0.8,0.18,0.62,HDy
1,45,0.8,0.8,0.52,0.28,DyS
1,45,0.8,0.8,0.59,0.21,SORD
2,45,0.8,0.8,0.11,0.69,CC
2,45,0.8,0.8,1.0,0.2,ACC
2,45,0.8,0.8,0.25,0.55,PCC
2,45,0.8,0.8,0.75,0.05,PACC
2,45,0.8,0.8,0.52,0.28,X
2,45,0.8,0.8,0.55,0.25,MAX
2,45,0.8,0.8,0.65,0.15,T50
2,45,0.8,0.8,1.0,0.2,MS
2,45,0.8,0.8,0.49,0.31,HDy
2,45,0.8,0.8,0.6,0.2,DyS
2,45,0.8,0.8,0.77,0.03,SORD
3,45,0.8,0.8,0.18,0.62,CC
3,45,0.8,0.8,1.0,0.2,ACC
3,45,0.8,0.8,0.27,0.53,PCC
3,45,0.8,0.8,1.0,0.2,PACC
3,45,0.8,0.8,0.88,0.08,X
3,45,0.8,0.8,1.0,0.2,MAX
3,45,0.8,0.8,0.91,0.11,T50
3,45,0.8,0.8,1.0,0.2,MS
3,45,0.8,0.8,0.64,0.16,HDy
3,45,0.8,0.8,0.72,0.08,DyS
3,45,0.8,0.8,0.87,0.07,SORD
1,50,0.2,0.2,0.06,0.14,CC
1,50,0.2,0.2,0.44,0.24,ACC
1,50,0.2,0.2,0.18,0.02,PCC
1,50,0.2,0.2,0.25,0.05,PACC
1,50,0.2,0.2,0.08,0.12,X
1,50,0.2,0.2,0.08,0.12,MAX
1,50,0.2,0.2,0.19,0.01,T50
1,50,0.2,0.2,0.08,0.12,MS
1,50,0.2,0.2,0.02,0.18,HDy
1,50,0.2,0.2,0.1,0.1,DyS
1,50,0.2,0.2,0.09,0.11,SORD
2,50,0.2,0.2,0.08,0.12,CC
2,50,0.2,0.2,0.67,0.47,ACC
2,50,0.2,0.2,0.22,0.02,PCC
2,50,0.2,0.2,0.5,0.3,PACC
2,50,0.2,0.2,0.64,0.44,X
2,50,0.2,0.2,0.38,0.18,MAX
2,50,0.2,0.2,0.35,0.15,T50
2,50,0.2,0.2,0.57,0.37,MS
2,50,0.2,0.2,0.2,0.0,HDy
2,50,0.2,0.2,0.34,0.14,DyS
2,50,0.2,0.2,0.46,0.26,SORD
3,50,0.2,0.2,0.04,0.16,CC
3,50,0.2,0.2,0.22,0.02,ACC
3,50,0.2,0.2,0.19,0.01,PCC
3,50,0.2,0.2,0.0,0.2,PACC
3,50,0.2,0.2,0.24,0.04,X
3,50,0.2,0.2,0.15,0.05,MAX
3,50,0.2,0.2,0.19,0.01,T50
3,50,0.2,0.2,0.19,0.01,MS
3,50,0.2,0.2,0.1,0.1,HDy
3,50,0.2,0.2,0.25,0.05,DyS
3,50,0.2,0.2,0.26,0.06,SORD
1,50,0.5,0.5,0.06,0.44,CC
1,50,0.5,0.5,0.44,0.06,ACC
1,50,0.5,0.5,0.2,0.3,PCC
1,50,0.5,0.5,0.25,0.25,PACC
1,50,0.5,0.5,0.48,0.02,X
1,50,0.5,0.5,0.31,0.19,MAX
1,50,0.5,0.5,0.42,0.08,T50
1,50,0.5,0.5,0.31,0.19,MS
1,50,0.5,0.5,0.23,0.27,HDy
1,50,0.5,0.5,0.35,0.15,DyS
1,50,0.5,0.5,0.42,0.08,SORD
2,50,0.5,0.5,0.04,0.46,CC
2,50,0.5,0.5,0.22,0.28,ACC
2,50,0.5,0.5,0.21,0.29,PCC
2,50,0.5,0.5,0.0,0.5,PACC
2,50,0.5,0.5,0.64,0.14,X
2,50,0.5,0.5,0.54,0.04,MAX
2,50,0.5,0.5,0.65,0.15,T50
2,50,0.5,0.5,0.2,0.3,MS
2,50,0.5,0.5,0.32,0.18,HDy
2,50,0.5,0.5,0.43,0.07,DyS
2,50,0.5,0.5,0.52,0.02,SORD
3,50,0.5,0.5,0.1,0.4,CC
3,50,0.5,0.5,1.0,0.5,ACC
3,50,0.5,0.5,0.22,0.28,PCC
3,50,0.5,0.5,0.62,0.12,PACC
3,50,0.5,0.5,0.56,0.06,X
3,50,0.5,0.5,0.62,0.12,MAX
3,50,0.5,0.5,0.5,0.0,T50
3,50,0.5,0.5,0.67,0.17,MS
3,50,0.5,0.5,0.11,0.39,HDy
3,50,0.5,0.5,0.45,0.05,DyS
3,50,0.5,0.5,0.59,0.09,SORD
1,50,0.8,0.8,0.1,0.7,CC
1,50,0.8,0.8,1.0,0.2,ACC
1,50,0.8,0.8,0.26,0.54,PCC
1,50,0.8,0.8,0.75,0.05,PACC
1,50,0.8,0.8,1.0,0.2,X
1,50,0.8,0.8,0.92,0.12,MAX
1,50,0.8,0.8,1.0,0.2,T50
1,50,0.8,0.8,1.0,0.2,MS
1,50,0.8,0.8,0.65,0.15,HDy
1,50,0.8,0.8,0.91,0.11,DyS
1,50,0.8,0.8,0.96,0.16,SORD
2,50,0.8,0.8,0.16,0.64,CC
2,50,0.8,0.8,1.0,0.2,ACC
2,50,0.8,0.8,0.29,0.51,PCC
2,50,0.8,0.8,1.0,0.2,PACC
2,50,0.8,0.8,0.96,0.16,X
2,50,0.8,0.8,1.0,0.2,MAX
2,50,0.8,0.8,1.0,0.2,T50
2,50,0.8,0.8,1.0,0.2,MS
2,50,0.8,0.8,0.86,0.06,HDy
2,50,0.8,0.8,0.98,0.18,DyS
2,50,0.8,0.8,1.0,0.2,SORD
3,50,0.8,0.8,0.08,0.72,CC
3,50,0.8,0.8,0.67,0.13,ACC
3,50,0.8,0.8,0.25,0.55,PCC
3,50,0.8,0.8,0.38,0.42,PACC
3,50,0.8,0.8,1.0,0.2,X
3,50,0.8,0.8,1.0,0.2,MAX
3,50,0.8,0.8,1.0,0.2,T50
3,50,0.8,0.8,0.83,0.03,MS
3,50,0.8,0.8,0.8,0.0,HDy
3,50,0.8,0.8,0.94,0.14,DyS
3,50,0.8,0.8,0.98,0.18,SORD
1,55,0.2,0.2,0.02,0.18,CC
1,55,0.2,0.2,0.0,0.2,ACC
1,55,0.2,0.2,0.18,0.02,PCC
1,55,0.2,0.2,0.0,0.2,PACC
1,55,0.2,0.2,0.15,0.05,X
1,55,0.2,0.2,0.18,0.02,MAX
1,55,0.2,0.2,0.3,0.1,T50
1,55,0.2,0.2,0.06,0.14,MS
1,55,0.2,0.2,0.04,0.16,HDy
1,55,0.2,0.2,0.11,0.09,DyS
1,55,0.2,0.2,0.18,0.02,SORD
2,55,0.2,0.2,0.05,0.15,CC
2,55,0.2,0.2,0.33,0.13,ACC
2,55,0.2,0.2,0.17,0.03,PCC
2,55,0.2,0.2,0.25,0.05,PACC
2,55,0.2,0.2,0.14,0.06,X
2,55,0.2,0.2,0.03,0.17,MAX
2,55,0.2,0.2,0.02,0.18,T50
2,55,0.2,0.2,0.22,0.02,MS
2,55,0.2,0.2,0.0,0.2,HDy
2,55,0.2,0.2,0.0,0.2,DyS
2,55,0.2,0.2,0.0,0.2,SORD
3,55,0.2,0.2,0.07,0.13,CC
3,55,0.2,0.2,0.56,0.36,ACC
3,55,0.2,0.2,0.2,0.0,PCC
3,55,0.2,0.2,0.38,0.18,PACC
3,55,0.2,0.2,0.37,0.17,X
3,55,0.2,0.2,0.04,0.16,MAX
3,55,0.2,0.2,0.16,0.04,T50
3,55,0.2,0.2,0.46,0.26,MS
3,55,0.2,0.2,0.08,0.12,HDy
3,55,0.2,0.2,0.23,0.03,DyS
3,55,0.2,0.2,0.3,0.1,SORD
1,55,0.5,0.49,0.05,0.44,CC
1,55,0.5,0.49,0.33,0.16,ACC
1,55,0.5,0.49,0.23,0.26,PCC
1,55,0.5,0.49,0.25,0.24,PACC
1,55,0.5,0.49,0.73,0.24,X
1,55,0.5,0.49,0.81,0.32,MAX
1,55,0.5,0.49,0.72,0.23,T50
1,55,0.5,0.49,0.49,0.0,MS
1,55,0.5,0.49,0.39,0.1,HDy
1,55,0.5,0.49,0.59,0.1,DyS
1,55,0.5,0.49,0.67,0.18,SORD
2,55,0.5,0.49,0.13,0.36,CC
2,55,0.5,0.49,1.0,0.51,ACC
2,55,0.5,0.49,0.23,0.26,PCC
2,55,0.5,0.49,0.87,0.38,PACC
2,55,0.5,0.49,0.37,0.12,X
2,55,0.5,0.49,0.39,0.1,MAX
2,55,0.5,0.49,0.44,0.05,T50
2,55,0.5,0.49,0.8,0.31,MS
2,55,0.5,0.49,0.22,0.27,HDy
2,55,0.5,0.49,0.44,0.05,DyS
2,55,0.5,0.49,0.58,0.09,SORD
3,55,0.5,0.49,0.11,0.38,CC
3,55,0.5,0.49,1.0,0.51,ACC
3,55,0.5,0.49,0.23,0.26,PCC
3,55,0.5,0.49,0.62,0.13,PACC
3,55,0.5,0.49,0.44,0.05,X
3,55,0.5,0.49,0.6,0.11,MAX
3,55,0.5,0.49,0.65,0.16,T50
3,55,0.5,0.49,0.72,0.23,MS
3,55,0.5,0.49,0.32,0.17,HDy
3,55,0.5,0.49,0.49,0.0,DyS
3,55,0.5,0.49,0.6,0.11,SORD
1,55,0.8,0.8,0.15,0.65,CC
1,55,0.8,0.8,1.0,0.2,ACC
1,55,0.8,0.8,0.26,0.54,PCC
1,55,0.8,0.8,1.0,0.2,PACC
1,55,0.8,0.8,0.81,0.01,X
1,55,0.8,0.8,0.67,0.13,MAX
1,55,0.8,0.8,0.79,0.01,T50
1,55,0.8,0.8,1.0,0.2,MS
1,55,0.8,0.8,0.6,0.2,HDy
1,55,0.8,0.8,0.81,0.01,DyS
1,55,0.8,0.8,0.94,0.14,SORD
2,55,0.8,0.8,0.11,0.69,CC
2,55,0.8,0.8,1.0,0.2,ACC
2,55,0.8,0.8,0.27,0.53,PCC
2,55,0.8,0.8,0.75,0.05,PACC
2,55,0.8,0.8,1.0,0.2,X
2,55,0.8,0.8,1.0,0.2,MAX
2,55,0.8,0.8,1.0,0.2,T50
2,55,0.8,0.8,1.0,0.2,MS
2,55,0.8,0.8,0.86,0.06,HDy
2,55,0.8,0.8,1.0,0.2,DyS
2,55,0.8,0.8,1.0,0.2,SORD
3,55,0.8,0.8,0.07,0.73,CC
3,55,0.8,0.8,0.56,0.24,ACC
3,55,0.8,0.8,0.24,0.56,PCC
3,55,0.8,0.8,0.5,0.3,PACC
3,55,0.8,0.8,0.73,0.07,X
3,55,0.8,0.8,0.81,0.01,MAX
3,55,0.8,0.8,0.65,0.15,T50
3,55,0.8,0.8,0.83,0.03,MS
3,55,0.8,0.8,0.32,0.48,HDy
3,55,0.8,0.8,0.59,0.21,DyS
3,55,0.8,0.8,0.74,0.06,SORD
1,60,0.2,0.2,0.03,0.17,CC
1,60,0.2,0.2,0.11,0.09,ACC
1,60,0.2,0.2,0.17,0.03,PCC
1,60,0.2,0.2,0.0,0.2,PACC
1,60,0.2,0.2,0.08,0.12,X
1,60,0.2,0.2,0.08,0.12,MAX
1,60,0.2,0.2,0.14,0.06,T50
1,60,0.2,0.2,0.06,0.14,MS
1,60,0.2,0.2,0.02,0.18,HDy
1,60,0.2,0.2,0.07,0.13,DyS
1,60,0.2,0.2,0.06,0.14,SORD
2,60,0.2,0.2,0.03,0.17,CC
2,60,0.2,0.2,0.11,0.09,ACC
2,60,0.2,0.2,0.17,0.03,PCC
2,60,0.2,0.2,0.0,0.2,PACC
2,60,0.2,0.2,0.21,0.01,X
2,60,0.2,0.2,0.14,0.06,MAX
2,60,0.2,0.2,0.27,0.07,T50
2,60,0.2,0.2,0.12,0.08,MS
2,60,0.2,0.2,0.0,0.2,HDy
2,60,0.2,0.2,0.04,0.16,DyS
2,60,0.2,0.2,0.13,0.07,SORD
3,60,0.2,0.2,0.07,0.13,CC
3,60,0.2,0.2,0.67,0.47,ACC
3,60,0.2,0.2,0.22,0.02,PCC
3,60,0.2,0.2,0.38,0.18,PACC
3,60,0.2,0.2,0.61,0.41,X
3,60,0.2,0.2,0.53,0.33,MAX
3,60,0.2,0.2,0.53,0.33,T50
3,60,0.2,0.2,0.47,0.27,MS
3,60,0.2,0.2,0.2,0.0,HDy
3,60,0.2,0.2,0.44,0.24,DyS
3,60,0.2,0.2,0.55,0.35,SORD
1,60,0.5,0.5,0.05,0.45,CC
1,60,0.5,0.5,0.56,0.06,ACC
1,60,0.5,0.5,0.23,0.27,PCC
1,60,0.5,0.5,0.38,0.12,PACC
1,60,0.5,0.5,0.95,0.45,X
1,60,0.5,0.5,0.59,0.09,MAX
1,60,0.5,0.5,0.46,0.04,T50
1,60,0.5,0.5,0.57,0.07,MS
1,60,0.5,0.5,0.45,0.05,HDy
1,60,0.5,0.5,0.63,0.13,DyS
1,60,0.5,0.5,0.57,0.07,SORD
2,60,0.5,0.5,0.1,0.4,CC
2,60,0.5,0.5,0.89,0.39,ACC
2,60,0.5,0.5,0.22,0.28,PCC
2,60,0.5,0.5,0.62,0.12,PACC
2,60,0.5,0.5,0.48,0.02,X
2,60,0.5,0.5,0.33,0.17,MAX
2,60,0.5,0.5,0.33,0.17,T50
2,60,0.5,0.5,0.77,0.27,MS
2,60,0.5,0.5,0.28,0.22,HDy
2,60,0.5,0.5,0.46,0.04,DyS
2,60,0.5,0.5,0.43,0.07,SORD
3,60,0.5,0.5,0.07,0.43,CC
3,60,0.5,0.5,0.56,0.06,ACC
3,60,0.5,0.5,0.2,0.3,PCC
3,60,0.5,0.5,0.25,0.25,PACC
3,60,0.5,0.5,0.08,0.42,X
3,60,0.5,0.5,0.14,0.36,MAX
3,60,0.5,0.5,0.33,0.17,T50
3,60,0.5,0.5,0.41,0.09,MS
3,60,0.5,0.5,0.06,0.44,HDy
3,60,0.5,0.5,0.25,0.25,DyS
3,60,0.5,0.5,0.32,0.18,SORD
1,60,0.8,0.8,0.07,0.73,CC
1,60,0.8,0.8,0.56,0.24,ACC
1,60,0.8,0.8,0.25,0.55,PCC
1,60,0.8,0.8,0.38,0.42,PACC
1,60,0.8,0.8,1.0,0.2,X
1,60,0.8,0.8,0.97,0.17,MAX
1,60,0.8,0.8,0.97,0.17,T50
1,60,0.8,0.8,0.81,0.01,MS
1,60,0.8,0.8,0.61,0.19,HDy
1,60,0.8,0.8,0.77,0.03,DyS
1,60,0.8,0.8,0.92,0.12,SORD
2,60,0.8,0.8,0.08,0.72,CC
2,60,0.8,0.8,0.89,0.09,ACC
2,60,0.8,0.8,0.27,0.53,PCC
2,60,0.8,0.8,0.62,0.18,PACC
2,60,0.8,0.8,1.0,0.2,X
2,60,0.8,0.8,1.0,0.2,MAX
2,60,0.8,0.8,1.0,0.2,T50
2,60,0.8,0.8,1.0,0.2,MS
2,60,0.8,0.8,0.83,0.03,HDy
2,60,0.8,0.8,0.89,0.09,DyS
2,60,0.8,0.8,1.0,0.2,SORD
3,60,0.8,0.8,0.1,0.7,CC
3,60,0.8,0.8,0.89,0.09,ACC
3,60,0.8,0.8,0.25,0.55,PCC
3,60,0.8,0.8,0.5,0.3,PACC
3,60,0.8,0.8,1.0,0.2,X
3,60,0.8,0.8,0.78,0.02,MAX
3,60,0.8,0.8,0.78,0.02,T50
3,60,0.8,0.8,0.72,0.08,MS
3,60,0.8,0.8,0.65,0.15,HDy
3,60,0.8,0.8,0.92,0.12,DyS
3,60,0.8,0.8,0.82,0.02,SORD
1,65,0.2,0.2,0.02,0.18,CC
1,65,0.2,0.2,0.0,0.2,ACC
1,65,0.2,0.2,0.17,0.03,PCC
1,65,0.2,0.2,0.0,0.2,PACC
1,65,0.2,0.2,0.04,0.16,X
1,65,0.2,0.2,0.11,0.09,MAX
1,65,0.2,0.2,0.12,0.08,T50
1,65,0.2,0.2,0.06,0.14,MS
1,65,0.2,0.2,0.01,0.19,HDy
1,65,0.2,0.2,0.0,0.2,DyS
1,65,0.2,0.2,0.01,0.19,SORD
2,65,0.2,0.2,0.05,0.15,CC
2,65,0.2,0.2,0.33,0.13,ACC
2,65,0.2,0.2,0.17,0.03,PCC
2,65,0.2,0.2,0.0,0.2,PACC
2,65,0.2,0.2,0.02,0.18,X
2,65,0.2,0.2,0.11,0.09,MAX
2,65,0.2,0.2,0.24,0.04,T50
2,65,0.2,0.2,0.13,0.07,MS
2,65,0.2,0.2,0.01,0.19,HDy
2,65,0.2,0.2,0.06,0.14,DyS
2,65,0.2,0.2,0.09,0.11,SORD
3,65,0.2,0.2,0.0,0.2,CC
3,65,0.2,0.2,0.0,0.2,ACC
3,65,0.2,0.2,0.15,0.05,PCC
3,65,0.2,0.2,0.0,0.2,PACC
3,65,0.2,0.2,0.04,0.16,X
3,65,0.2,0.2,0.11,0.09,MAX
3,65,0.2,0.2,0.06,0.14,T50
3,65,0.2,0.2,0.11,0.09,MS
3,65,0.2,0.2,0.0,0.2,HDy
3,65,0.2,0.2,0.0,0.2,DyS
3,65,0.2,0.2,0.0,0.2,SORD
1,65,0.5,0.49,0.03,0.46,CC
1,65,0.5,0.49,0.11,0.38,ACC
1,65,0.5,0.49,0.18,0.31,PCC
1,65,0.5,0.49,0.0,0.49,PACC
1,65,0.5,0.49,0.2,0.29,X
1,65,0.5,0.49,0.28,0.21,MAX
1,65,0.5,0.49,0.36,0.13,T50
1,65,0.5,0.49,0.08,0.41,MS
1,65,0.5,0.49,0.08,0.41,HDy
1,65,0.5,0.49,0.14,0.35,DyS
1,65,0.5,0.49,0.17,0.32,SORD
2,65,0.5,0.49,0.08,0.41,CC
2,65,0.5,0.49,0.67,0.18,ACC
2,65,0.5,0.49,0.22,0.27,PCC
2,65,0.5,0.49,0.25,0.24,PACC
2,65,0.5,0.49,0.94,0.45,X
2,65,0.5,0.49,0.7,0.21,MAX
2,65,0.5,0.49,0.77,0.28,T50
2,65,0.5,0.49,0.42,0.07,MS
2,65,0.5,0.49,0.45,0.04,HDy
2,65,0.5,0.49,0.58,0.09,DyS
2,65,0.5,0.49,0.67,0.18,SORD
3,65,0.5,0.49,0.03,0.46,CC
3,65,0.5,0.49,0.11,0.38,ACC
3,65,0.5,0.49,0.2,0.29,PCC
3,65,0.5,0.49,0.0,0.49,PACC
3,65,0.5,0.49,0.57,0.08,X
3,65,0.5,0.49,0.46,0.03,MAX
3,65,0.5,0.49,0.36,0.13,T50
3,65,0.5,0.49,0.18,0.31,MS
3,65,0.5,0.49,0.11,0.38,HDy
3,65,0.5,0.49,0.28,0.21,DyS
3,65,0.5,0.49,0.4,0.09,SORD
1,65,0.8,0.8,0.08,0.72,CC
1,65,0.8,0.8,0.78,0.02,ACC
1,65,0.8,0.8,0.25,0.55,PCC
1,65,0.8,0.8,0.5,0.3,PACC
1,65,0.8,0.8,1.0,0.2,X
1,65,0.8,0.8,0.76,0.04,MAX
1,65,0.8,0.8,0.83,0.03,T50
1,65,0.8,0.8,0.86,0.06,MS
1,65,0.8,0.8,0.44,0.36,HDy
1,65,0.8,0.8,0.81,0.01,DyS
1,65,0.8,0.8,0.89,0.09,SORD
2,65,0.8,0.8,0.05,0.75,CC
2,65,0.8,0.8,0.44,0.36,ACC
2,65,0.8,0.8,0.23,0.57,PCC
2,65,0.8,0.8,0.38,0.42,PACC
2,65,0.8,0.8,0.76,0.04,X
2,65,0.8,0.8,0.7,0.1,MAX
2,65,0.8,0.8,0.71,0.09,T50
2,65,0.8,0.8,0.68,0.12,MS
2,65,0.8,0.8,0.47,0.33,HDy
2,65,0.8,0.8,0.55,0.25,DyS
2,65,0.8,0.8,0.62,0.18,SORD
3,65,0.8,0.8,0.02,0.78,CC
3,65,0.8,0.8,0.0,0.8,ACC
3,65,0.8,0.8,0.22,0.58,PCC
3,65,0.8,0.8,0.0,0.8,PACC
3,65,0.8,0.8,1.0,0.2,X
3,65,0.8,0.8,0.99,0.19,MAX
3,65,0.8,0.8,0.83,0.03,T50
