sample,Test_size,alpha,actual_prop,pred_prop,abs_error,quantifier
2,10,0.3,0.3,,,MS
2,10,0.3,0.3,0.23,0.07,HDy
2,10,0.3,0.3,0.0,0.3,DyS
2,10,0.3,0.3,0.34,0.04,SORD
3,10,0.3,0.3,0.1,0.2,CC
3,10,0.3,0.3,1.0,0.7,ACC
3,10,0.3,0.3,0.2,0.1,PCC
3,10,0.3,0.3,0.43,0.13,PACC
3,10,0.3,0.3,0.15,0.15,X
3,10,0.3,0.3,0.04,0.26,MAX
3,10,0.3,0.3,0.58,0.28,T50
3,10,0.3,0.3,,,MS
3,10,0.3,0.3,0.37,0.07,HDy
3,10,0.3,0.3,0.0,0.3,DyS
3,10,0.3,0.3,0.42,0.12,SORD
1,10,0.4,0.4,0.2,0.2,CC
1,10,0.4,0.4,1.0,0.6,ACC
1,10,0.4,0.4,0.29,0.11,PCC
1,10,0.4,0.4,1.0,0.6,PACC
1,10,0.4,0.4,0.89,0.49,X
1,10,0.4,0.4,0.7,0.3,MAX
1,10,0.4,0.4,0.58,0.18,T50
1,10,0.4,0.4,,,MS
1,10,0.4,0.4,0.71,0.31,HDy
1,10,0.4,0.4,0.0,0.4,DyS
1,10,0.4,0.4,0.89,0.49,SORD
2,10,0.4,0.4,0.0,0.4,CC
2,10,0.4,0.4,0.0,0.4,ACC
2,10,0.4,0.4,0.25,0.15,PCC
2,10,0.4,0.4,0.0,0.4,PACC
2,10,0.4,0.4,0.89,0.49,X
2,10,0.4,0.4,1.0,0.6,MAX
2,10,0.4,0.4,0.58,0.18,T50
2,10,0.4,0.4,,,MS
2,10,0.4,0.4,1.0,0.6,HDy
2,10,0.4,0.4,0.0,0.4,DyS
2,10,0.4,0.4,0.96,0.56,SORD
3,10,0.4,0.4,0.0,0.4,CC
3,10,0.4,0.4,0.0,0.4,ACC
3,10,0.4,0.4,0.2,0.2,PCC
3,10,0.4,0.4,0.0,0.4,PACC
3,10,0.4,0.4,0.89,0.49,X
3,10,0.4,0.4,0.7,0.3,MAX
3,10,0.4,0.4,1.0,0.6,T50
3,10,0.4,0.4,,,MS
3,10,0.4,0.4,0.66,0.26,HDy
3,10,0.4,0.4,0.0,0.4,DyS
3,10,0.4,0.4,0.35,0.05,SORD
1,10,0.5,0.5,0.0,0.5,CC
1,10,0.5,0.5,0.0,0.5,ACC
1,10,0.5,0.5,0.2,0.3,PCC
1,10,0.5,0.5,0.0,0.5,PACC
1,10,0.5,0.5,0.52,0.02,X
1,10,0.5,0.5,0.33,0.17,MAX
1,10,0.5,0.5,0.17,0.33,T50
1,10,0.5,0.5,,,MS
1,10,0.5,0.5,0.44,0.06,HDy
1,10,0.5,0.5,0.0,0.5,DyS
1,10,0.5,0.5,0.38,0.12,SORD
2,10,0.5,0.5,0.0,0.5,CC
2,10,0.5,0.5,0.0,0.5,ACC
2,10,0.5,0.5,0.19,0.31,PCC
2,10,0.5,0.5,0.0,0.5,PACC
2,10,0.5,0.5,0.89,0.39,X
2,10,0.5,0.5,1.0,0.5,MAX
2,10,0.5,0.5,0.17,0.33,T50
2,10,0.5,0.5,,,MS
2,10,0.5,0.5,0.62,0.12,HDy
2,10,0.5,0.5,0.0,0.5,DyS
2,10,0.5,0.5,0.28,0.22,SORD
3,10,0.5,0.5,0.2,0.3,CC
3,10,0.5,0.5,1.0,0.5,ACC
3,10,0.5,0.5,0.24,0.26,PCC
3,10,0.5,0.5,1.0,0.5,PACC
3,10,0.5,0.5,0.89,0.39,X
3,10,0.5,0.5,0.7,0.2,MAX
3,10,0.5,0.5,0.17,0.33,T50
3,10,0.5,0.5,,,MS
3,10,0.5,0.5,0.3,0.2,HDy
3,10,0.5,0.5,0.0,0.5,DyS
3,10,0.5,0.5,0.57,0.07,SORD
1,10,0.6,0.6,0.1,0.5,CC
1,10,0.6,0.6,1.0,0.4,ACC
1,10,0.6,0.6,0.23,0.37,PCC
1,10,0.6,0.6,1.0,0.4,PACC
1,10,0.6,0.6,0.15,0.45,X
1,10,0.6,0.6,0.04,0.56,MAX
1,10,0.6,0.6,0.17,0.43,T50
1,10,0.6,0.6,,,MS
1,10,0.6,0.6,0.3,0.3,HDy
1,10,0.6,0.6,0.0,0.6,DyS
1,10,0.6,0.6,0.41,0.19,SORD
2,10,0.6,0.6,0.0,0.6,CC
2,10,0.6,0.6,0.0,0.6,ACC
2,10,0.6,0.6,0.23,0.37,PCC
2,10,0.6,0.6,0.0,0.6,PACC
2,10,0.6,0.6,0.89,0.29,X
2,10,0.6,0.6,1.0,0.4,MAX
2,10,0.6,0.6,1.0,0.4,T50
2,10,0.6,0.6,,,MS
2,10,0.6,0.6,1.0,0.4,HDy
2,10,0.6,0.6,0.0,0.6,DyS
2,10,0.6,0.6,0.89,0.29,SORD
3,10,0.6,0.6,0.1,0.5,CC
3,10,0.6,0.6,1.0,0.4,ACC
3,10,0.6,0.6,0.2,0.4,PCC
3,10,0.6,0.6,0.57,0.03,PACC
3,10,0.6,0.6,0.22,0.38,X
3,10,0.6,0.6,0.41,0.19,MAX
3,10,0.6,0.6,0.17,0.43,T50
3,10,0.6,0.6,,,MS
3,10,0.6,0.6,0.5,0.1,HDy
3,10,0.6,0.6,0.0,0.6,DyS
3,10,0.6,0.6,0.25,0.35,SORD
1,10,0.7,0.7,0.0,0.7,CC
1,10,0.7,0.7,0.0,0.7,ACC
1,10,0.7,0.7,0.2,0.5,PCC
1,10,0.7,0.7,0.0,0.7,PACC
1,10,0.7,0.7,0.52,0.18,X
1,10,0.7,0.7,0.33,0.37,MAX
1,10,0.7,0.7,1.0,0.3,T50
1,10,0.7,0.7,,,MS
1,10,0.7,0.7,0.61,0.09,HDy
1,10,0.7,0.7,0.0,0.7,DyS
1,10,0.7,0.7,0.45,0.25,SORD
2,10,0.7,0.7,0.1,0.6,CC
2,10,0.7,0.7,1.0,0.3,ACC
2,10,0.7,0.7,0.28,0.42,PCC
2,10,0.7,0.7,0.57,0.13,PACC
2,10,0.7,0.7,1.0,0.3,X
2,10,0.7,0.7,1.0,0.3,MAX
2,10,0.7,0.7,1.0,0.3,T50
2,10,0.7,0.7,,,MS
2,10,0.7,0.7,0.91,0.21,HDy
2,10,0.7,0.7,0.0,0.7,DyS
2,10,0.7,0.7,1.0,0.3,SORD
3,10,0.7,0.7,0.1,0.6,CC
3,10,0.7,0.7,1.0,0.3,ACC
3,10,0.7,0.7,0.22,0.48,PCC
3,10,0.7,0.7,0.57,0.13,PACC
3,10,0.7,0.7,0.52,0.18,X
3,10,0.7,0.7,0.33,0.37,MAX
3,10,0.7,0.7,1.0,0.3,T50
3,10,0.7,0.7,,,MS
3,10,0.7,0.7,0.5,0.2,HDy
3,10,0.7,0.7,0.0,0.7,DyS
3,10,0.7,0.7,0.61,0.09,SORD
1,10,0.8,0.8,0.3,0.5,CC
1,10,0.8,0.8,1.0,0.2,ACC
1,10,0.8,0.8,0.44,0.36,PCC
1,10,0.8,0.8,1.0,0.2,PACC
1,10,0.8,0.8,1.0,0.2,X
1,10,0.8,0.8,1.0,0.2,MAX
1,10,0.8,0.8,1.0,0.2,T50
1,10,0.8,0.8,,,MS
1,10,0.8,0.8,1.0,0.2,HDy
1,10,0.8,0.8,0.0,0.8,DyS
1,10,0.8,0.8,1.0,0.2,SORD
2,10,0.8,0.8,0.0,0.8,CC
2,10,0.8,0.8,1.0,0.2,ACC
2,10,0.8,0.8,0.21,0.59,PCC
2,10,0.8,0.8,0.43,0.37,PACC
2,10,0.8,0.8,0.52,0.28,X
2,10,0.8,0.8,0.33,0.47,MAX
2,10,0.8,0.8,0.58,0.22,T50
2,10,0.8,0.8,,,MS
2,10,0.8,0.8,0.66,0.14,HDy
2,10,0.8,0.8,0.0,0.8,DyS
2,10,0.8,0.8,0.49,0.31,SORD
3,10,0.8,0.8,0.1,0.7,CC
3,10,0.8,0.8,1.0,0.2,ACC
3,10,0.8,0.8,0.29,0.51,PCC
3,10,0.8,0.8,0.43,0.37,PACC
3,10,0.8,0.8,1.0,0.2,X
3,10,0.8,0.8,1.0,0.2,MAX
3,10,0.8,0.8,1.0,0.2,T50
3,10,0.8,0.8,,,MS
3,10,0.8,0.8,1.0,0.2,HDy
3,10,0.8,0.8,0.0,0.8,DyS
3,10,0.8,0.8,1.0,0.2,SORD
1,10,0.9,0.9,0.0,0.9,CC
1,10,0.9,0.9,0.0,0.9,ACC
1,10,0.9,0.9,0.2,0.7,PCC
1,10,0.9,0.9,0.0,0.9,PACC
1,10,0.9,0.9,0.15,0.75,X
1,10,0.9,0.9,0.04,0.86,MAX
1,10,0.9,0.9,0.58,0.32,T50
1,10,0.9,0.9,,,MS
1,10,0.9,0.9,0.38,0.52,HDy
1,10,0.9,0.9,0.0,0.9,DyS
1,10,0.9,0.9,0.32,0.58,SORD
2,10,0.9,0.9,0.2,0.7,CC
2,10,0.9,0.9,1.0,0.1,ACC
2,10,0.9,0.9,0.28,0.62,PCC
2,10,0.9,0.9,1.0,0.1,PACC
2,10,0.9,0.9,1.0,0.1,X
2,10,0.9,0.9,1.0,0.1,MAX
2,10,0.9,0.9,1.0,0.1,T50
2,10,0.9,0.9,,,MS
2,10,0.9,0.9,0.98,0.08,HDy
2,10,0.9,0.9,0.0,0.9,DyS
2,10,0.9,0.9,1.0,0.1,SORD
3,10,0.9,0.9,0.1,0.8,CC
3,10,0.9,0.9,1.0,0.1,ACC
3,10,0.9,0.9,0.32,0.58,PCC
3,10,0.9,0.9,1.0,0.1,PACC
3,10,0.9,0.9,1.0,0.1,X
3,10,0.9,0.9,1.0,0.1,MAX
3,10,0.9,0.9,1.0,0.1,T50
3,10,0.9,0.9,,,MS
3,10,0.9,0.9,1.0,0.1,HDy
3,10,0.9,0.9,0.0,0.9,DyS
3,10,0.9,0.9,1.0,0.1,SORD
1,10,1.0,0.0,0.02,0.02,CC
1,10,1.0,0.0,0.0,0.0,ACC
1,10,1.0,0.0,0.16,0.16,PCC
1,10,1.0,0.0,0.0,0.0,PACC
1,10,1.0,0.0,0.01,0.01,X
1,10,1.0,0.0,0.02,0.02,MAX
1,10,1.0,0.0,0.01,0.01,T50
1,10,1.0,0.0,,,MS
1,10,1.0,0.0,0.01,0.01,HDy
1,10,1.0,0.0,0.0,0.0,DyS
1,10,1.0,0.0,0.03,0.03,SORD
2,10,1.0,0.0,0.02,0.02,CC
2,10,1.0,0.0,0.0,0.0,ACC
2,10,1.0,0.0,0.16,0.16,PCC
2,10,1.0,0.0,0.0,0.0,PACC
2,10,1.0,0.0,0.01,0.01,X
2,10,1.0,0.0,0.02,0.02,MAX
2,10,1.0,0.0,0.01,0.01,T50
2,10,1.0,0.0,,,MS
2,10,1.0,0.0,0.01,0.01,HDy
2,10,1.0,0.0,0.0,0.0,DyS
2,10,1.0,0.0,0.03,0.03,SORD
3,10,1.0,0.0,0.02,0.02,CC
3,10,1.0,0.0,0.0,0.0,ACC
3,10,1.0,0.0,0.16,0.16,PCC
3,10,1.0,0.0,0.0,0.0,PACC
3,10,1.0,0.0,0.01,0.01,X
3,10,1.0,0.0,0.02,0.02,MAX
3,10,1.0,0.0,0.01,0.01,T50
3,10,1.0,0.0,,,MS
3,10,1.0,0.0,0.01,0.01,HDy
3,10,1.0,0.0,0.0,0.0,DyS
3,10,1.0,0.0,0.03,0.03,SORD
1,20,0.0,0.0,0.0,0.0,CC
1,20,0.0,0.0,0.0,0.0,ACC
1,20,0.0,0.0,0.16,0.16,PCC
1,20,0.0,0.0,0.0,0.0,PACC
1,20,0.0,0.0,0.33,0.33,X
1,20,0.0,0.0,0.33,0.33,MAX
1,20,0.0,0.0,0.17,0.17,T50
1,20,0.0,0.0,,,MS
1,20,0.0,0.0,0.03,0.03,HDy
1,20,0.0,0.0,0.0,0.0,DyS
1,20,0.0,0.0,0.02,0.02,SORD
2,20,0.0,0.0,0.05,0.05,CC
2,20,0.0,0.0,0.38,0.38,ACC
2,20,0.0,0.0,0.15,0.15,PCC
2,20,0.0,0.0,0.14,0.14,PACC
2,20,0.0,0.0,0.22,0.22,X
2,20,0.0,0.0,0.22,0.22,MAX
2,20,0.0,0.0,0.04,0.04,T50
2,20,0.0,0.0,,,MS
2,20,0.0,0.0,0.04,0.04,HDy
2,20,0.0,0.0,0.0,0.0,DyS
2,20,0.0,0.0,0.0,0.0,SORD
3,20,0.0,0.0,0.05,0.05,CC
3,20,0.0,0.0,0.38,0.38,ACC
3,20,0.0,0.0,0.14,0.14,PCC
3,20,0.0,0.0,0.14,0.14,PACC
3,20,0.0,0.0,0.59,0.59,X
3,20,0.0,0.0,0.59,0.59,MAX
3,20,0.0,0.0,0.25,0.25,T50
3,20,0.0,0.0,,,MS
3,20,0.0,0.0,0.0,0.0,HDy
3,20,0.0,0.0,0.0,0.0,DyS
3,20,0.0,0.0,0.0,0.0,SORD
1,20,0.1,0.1,0.0,0.1,CC
1,20,0.1,0.1,0.0,0.1,ACC
1,20,0.1,0.1,0.16,0.06,PCC
1,20,0.1,0.1,0.0,0.1,PACC
1,20,0.1,0.1,0.15,0.05,X
1,20,0.1,0.1,0.15,0.05,MAX
1,20,0.1,0.1,0.04,0.06,T50
1,20,0.1,0.1,,,MS
1,20,0.1,0.1,0.07,0.03,HDy
1,20,0.1,0.1,0.0,0.1,DyS
1,20,0.1,0.1,0.0,0.1,SORD
2,20,0.1,0.1,0.05,0.05,CC
2,20,0.1,0.1,0.38,0.28,ACC
2,20,0.1,0.1,0.18,0.08,PCC
2,20,0.1,0.1,0.14,0.04,PACC
2,20,0.1,0.1,0.33,0.23,X
2,20,0.1,0.1,0.15,0.05,MAX
2,20,0.1,0.1,0.37,0.27,T50
2,20,0.1,0.1,,,MS
2,20,0.1,0.1,0.09,0.01,HDy
2,20,0.1,0.1,0.0,0.1,DyS
2,20,0.1,0.1,0.16,0.06,SORD
3,20,0.1,0.1,0.05,0.05,CC
3,20,0.1,0.1,0.38,0.28,ACC
3,20,0.1,0.1,0.14,0.04,PCC
3,20,0.1,0.1,0.14,0.04,PACC
3,20,0.1,0.1,0.04,0.06,X
3,20,0.1,0.1,0.22,0.12,MAX
3,20,0.1,0.1,0.25,0.15,T50
3,20,0.1,0.1,,,MS
3,20,0.1,0.1,0.01,0.09,HDy
3,20,0.1,0.1,0.0,0.1,DyS
3,20,0.1,0.1,0.0,0.1,SORD
1,20,0.2,0.2,0.0,0.2,CC
1,20,0.2,0.2,0.0,0.2,ACC
1,20,0.2,0.2,0.14,0.06,PCC
1,20,0.2,0.2,0.0,0.2,PACC
1,20,0.2,0.2,0.22,0.02,X
1,20,0.2,0.2,0.41,0.21,MAX
1,20,0.2,0.2,0.17,0.03,T50
1,20,0.2,0.2,,,MS
1,20,0.2,0.2,0.02,0.18,HDy
1,20,0.2,0.2,0.0,0.2,DyS
1,20,0.2,0.2,0.0,0.2,SORD
2,20,0.2,0.2,0.0,0.2,CC
2,20,0.2,0.2,0.0,0.2,ACC
2,20,0.2,0.2,0.16,0.04,PCC
2,20,0.2,0.2,0.0,0.2,PACC
2,20,0.2,0.2,0.33,0.13,X
2,20,0.2,0.2,0.33,0.13,MAX
2,20,0.2,0.2,0.04,0.16,T50
2,20,0.2,0.2,,,MS
2,20,0.2,0.2,0.03,0.17,HDy
2,20,0.2,0.2,0.0,0.2,DyS
2,20,0.2,0.2,0.0,0.2,SORD
3,20,0.2,0.2,0.05,0.15,CC
3,20,0.2,0.2,0.38,0.18,ACC
3,20,0.2,0.2,0.17,0.03,PCC
3,20,0.2,0.2,0.29,0.09,PACC
3,20,0.2,0.2,0.15,0.05,X
3,20,0.2,0.2,0.04,0.16,MAX
3,20,0.2,0.2,0.25,0.05,T50
3,20,0.2,0.2,,,MS
3,20,0.2,0.2,0.03,0.17,HDy
3,20,0.2,0.2,0.0,0.2,DyS
3,20,0.2,0.2,0.0,0.2,SORD
1,20,0.3,0.3,0.0,0.3,CC
1,20,0.3,0.3,0.0,0.3,ACC
1,20,0.3,0.3,0.15,0.15,PCC
1,20,0.3,0.3,0.0,0.3,PACC
1,20,0.3,0.3,0.22,0.08,X
1,20,0.3,0.3,0.04,0.26,MAX
1,20,0.3,0.3,0.25,0.05,T50
1,20,0.3,0.3,,,MS
1,20,0.3,0.3,0.04,0.26,HDy
1,20,0.3,0.3,0.0,0.3,DyS
1,20,0.3,0.3,0.0,0.3,SORD
2,20,0.3,0.3,0.1,0.2,CC
2,20,0.3,0.3,1.0,0.7,ACC
2,20,0.3,0.3,0.2,0.1,PCC
2,20,0.3,0.3,0.71,0.41,PACC
2,20,0.3,0.3,0.04,0.26,X
2,20,0.3,0.3,0.22,0.08,MAX
2,20,0.3,0.3,0.04,0.26,T50
2,20,0.3,0.3,,,MS
2,20,0.3,0.3,0.06,0.24,HDy
2,20,0.3,0.3,0.0,0.3,DyS
2,20,0.3,0.3,0.17,0.13,SORD
3,20,0.3,0.3,0.05,0.25,CC
3,20,0.3,0.3,0.38,0.08,ACC
3,20,0.3,0.3,0.21,0.09,PCC
3,20,0.3,0.3,0.43,0.13,PACC
3,20,0.3,0.3,0.33,0.03,X
3,20,0.3,0.3,0.7,0.4,MAX
3,20,0.3,0.3,0.25,0.05,T50
3,20,0.3,0.3,1.0,0.7,MS
3,20,0.3,0.3,0.25,0.05,HDy
3,20,0.3,0.3,0.0,0.3,DyS
3,20,0.3,0.3,0.19,0.11,SORD
1,20,0.4,0.4,0.1,0.3,CC
1,20,0.4,0.4,1.0,0.6,ACC
1,20,0.4,0.4,0.22,0.18,PCC
1,20,0.4,0.4,0.86,0.46,PACC
1,20,0.4,0.4,0.15,0.25,X
1,20,0.4,0.4,0.15,0.25,MAX
1,20,0.4,0.4,0.17,0.23,T50
1,20,0.4,0.4,,,MS
1,20,0.4,0.4,0.32,0.08,HDy
1,20,0.4,0.4,0.0,0.4,DyS
1,20,0.4,0.4,0.34,0.06,SORD
2,20,0.4,0.4,0.1,0.3,CC
2,20,0.4,0.4,1.0,0.6,ACC
2,20,0.4,0.4,0.26,0.14,PCC
2,20,0.4,0.4,1.0,0.6,PACC
2,20,0.4,0.4,0.33,0.07,X
2,20,0.4,0.4,0.52,0.12,MAX
2,20,0.4,0.4,0.79,0.39,T50
2,20,0.4,0.4,1.0,0.6,MS
2,20,0.4,0.4,0.33,0.07,HDy
2,20,0.4,0.4,0.0,0.4,DyS
2,20,0.4,0.4,0.63,0.23,SORD
3,20,0.4,0.4,0.0,0.4,CC
3,20,0.4,0.4,0.0,0.4,ACC
3,20,0.4,0.4,0.18,0.22,PCC
3,20,0.4,0.4,0.0,0.4,PACC
3,20,0.4,0.4,0.15,0.25,X
3,20,0.4,0.4,0.33,0.07,MAX
3,20,0.4,0.4,0.17,0.23,T50
3,20,0.4,0.4,,,MS
3,20,0.4,0.4,0.16,0.24,HDy
3,20,0.4,0.4,0.0,0.4,DyS
3,20,0.4,0.4,0.21,0.19,SORD
1,20,0.5,0.5,0.1,0.4,CC
1,20,0.5,0.5,1.0,0.5,ACC
1,20,0.5,0.5,0.25,0.25,PCC
1,20,0.5,0.5,0.86,0.36,PACC
1,20,0.5,0.5,0.89,0.39,X
1,20,0.5,0.5,0.7,0.2,MAX
1,20,0.5,0.5,1.0,0.5,T50
1,20,0.5,0.5,1.0,0.5,MS
1,20,0.5,0.5,0.64,0.14,HDy
1,20,0.5,0.5,0.0,0.5,DyS
1,20,0.5,0.5,0.73,0.23,SORD
2,20,0.5,0.5,0.0,0.5,CC
2,20,0.5,0.5,0.0,0.5,ACC
2,20,0.5,0.5,0.19,0.31,PCC
2,20,0.5,0.5,0.0,0.5,PACC
2,20,0.5,0.5,0.89,0.39,X
2,20,0.5,0.5,0.7,0.2,MAX
2,20,0.5,0.5,0.79,0.29,T50
2,20,0.5,0.5,,,MS
2,20,0.5,0.5,0.28,0.22,HDy
2,20,0.5,0.5,0.0,0.5,DyS
2,20,0.5,0.5,0.33,0.17,SORD
3,20,0.5,0.5,0.05,0.45,CC
3,20,0.5,0.5,0.38,0.12,ACC
3,20,0.5,0.5,0.22,0.28,PCC
3,20,0.5,0.5,0.14,0.36,PACC
3,20,0.5,0.5,1.0,0.5,X
3,20,0.5,0.5,1.0,0.5,MAX
3,20,0.5,0.5,0.79,0.29,T50
3,20,0.5,0.5,,,MS
3,20,0.5,0.5,1.0,0.5,HDy
3,20,0.5,0.5,0.0,0.5,DyS
3,20,0.5,0.5,0.36,0.14,SORD
1,20,0.6,0.6,0.15,0.45,CC
1,20,0.6,0.6,1.0,0.4,ACC
1,20,0.6,0.6,0.28,0.32,PCC
1,20,0.6,0.6,1.0,0.4,PACC
1,20,0.6,0.6,0.89,0.29,X
1,20,0.6,0.6,0.89,0.29,MAX
1,20,0.6,0.6,1.0,0.4,T50
1,20,0.6,0.6,,,MS
1,20,0.6,0.6,0.86,0.26,HDy
1,20,0.6,0.6,0.0,0.6,DyS
1,20,0.6,0.6,0.97,0.37,SORD
2,20,0.6,0.6,0.05,0.55,CC
2,20,0.6,0.6,0.38,0.22,ACC
2,20,0.6,0.6,0.15,0.45,PCC
2,20,0.6,0.6,0.14,0.46,PACC
2,20,0.6,0.6,0.59,0.01,X
2,20,0.6,0.6,0.41,0.19,MAX
2,20,0.6,0.6,0.25,0.35,T50
2,20,0.6,0.6,,,MS
2,20,0.6,0.6,0.01,0.59,HDy
2,20,0.6,0.6,0.0,0.6,DyS
2,20,0.6,0.6,0.0,0.6,SORD
3,20,0.6,0.6,0.15,0.45,CC
3,20,0.6,0.6,1.0,0.4,ACC
3,20,0.6,0.6,0.27,0.33,PCC
3,20,0.6,0.6,1.0,0.4,PACC
3,20,0.6,0.6,0.52,0.08,X
3,20,0.6,0.6,0.52,0.08,MAX
3,20,0.6,0.6,0.79,0.19,T50
3,20,0.6,0.6,,,MS
3,20,0.6,0.6,0.45,0.15,HDy
3,20,0.6,0.6,0.0,0.6,DyS
3,20,0.6,0.6,0.79,0.19,SORD
1,20,0.7,0.7,0.15,0.55,CC
1,20,0.7,0.7,1.0,0.3,ACC
1,20,0.7,0.7,0.29,0.41,PCC
1,20,0.7,0.7,1.0,0.3,PACC
1,20,0.7,0.7,0.52,0.18,X
1,20,0.7,0.7,0.33,0.37,MAX
1,20,0.7,0.7,1.0,0.3,T50
1,20,0.7,0.7,,,MS
1,20,0.7,0.7,0.64,0.06,HDy
1,20,0.7,0.7,0.0,0.7,DyS
