sample,Test_size,alpha,actual_prop,pred_prop,abs_error,quantifier
1,15,0.2,0.2,0.27,0.07,ACC
1,15,0.2,0.2,0.25,0.05,PCC
1,15,0.2,0.2,0.22,0.02,PACC
1,15,0.2,0.2,0.26,0.06,X
1,15,0.2,0.2,0.26,0.06,MAX
1,15,0.2,0.2,0.23,0.03,T50
1,15,0.2,0.2,0.21,0.01,MS
1,15,0.2,0.2,0.26,0.06,HDy
1,15,0.2,0.2,0.23,0.03,DyS
1,15,0.2,0.2,0.21,0.01,SORD
2,15,0.2,0.2,0.2,0.0,CC
2,15,0.2,0.2,0.19,0.01,ACC
2,15,0.2,0.2,0.21,0.01,PCC
2,15,0.2,0.2,0.19,0.01,PACC
2,15,0.2,0.2,0.19,0.01,X
2,15,0.2,0.2,0.19,0.01,MAX
2,15,0.2,0.2,0.23,0.03,T50
2,15,0.2,0.2,0.19,0.01,MS
2,15,0.2,0.2,0.23,0.03,HDy
2,15,0.2,0.2,0.21,0.01,DyS
2,15,0.2,0.2,0.19,0.01,SORD
3,15,0.2,0.2,0.2,0.0,CC
3,15,0.2,0.2,0.19,0.01,ACC
3,15,0.2,0.2,0.2,0.0,PCC
3,15,0.2,0.2,0.19,0.01,PACC
3,15,0.2,0.2,0.19,0.01,X
3,15,0.2,0.2,0.19,0.01,MAX
3,15,0.2,0.2,0.23,0.03,T50
3,15,0.2,0.2,0.19,0.01,MS
3,15,0.2,0.2,0.24,0.04,HDy
3,15,0.2,0.2,0.21,0.01,DyS
3,15,0.2,0.2,0.19,0.01,SORD
1,15,0.5,0.47,0.47,0.0,CC
1,15,0.5,0.47,0.47,0.0,ACC
1,15,0.5,0.47,0.5,0.03,PCC
1,15,0.5,0.47,0.47,0.0,PACC
1,15,0.5,0.47,0.47,0.0,X
1,15,0.5,0.47,0.47,0.0,MAX
1,15,0.5,0.47,0.53,0.06,T50
1,15,0.5,0.47,0.48,0.01,MS
1,15,0.5,0.47,0.54,0.07,HDy
1,15,0.5,0.47,0.51,0.04,DyS
1,15,0.5,0.47,0.48,0.01,SORD
2,15,0.5,0.47,0.47,0.0,CC
2,15,0.5,0.47,0.47,0.0,ACC
2,15,0.5,0.47,0.49,0.02,PCC
2,15,0.5,0.47,0.46,0.01,PACC
2,15,0.5,0.47,0.47,0.0,X
2,15,0.5,0.47,0.47,0.0,MAX
2,15,0.5,0.47,0.38,0.09,T50
2,15,0.5,0.47,0.47,0.0,MS
2,15,0.5,0.47,0.51,0.04,HDy
2,15,0.5,0.47,0.49,0.02,DyS
2,15,0.5,0.47,0.47,0.0,SORD
3,15,0.5,0.47,0.47,0.0,CC
3,15,0.5,0.47,0.47,0.0,ACC
3,15,0.5,0.47,0.47,0.0,PCC
3,15,0.5,0.47,0.47,0.0,PACC
3,15,0.5,0.47,0.47,0.0,X
3,15,0.5,0.47,0.47,0.0,MAX
3,15,0.5,0.47,0.53,0.06,T50
3,15,0.5,0.47,0.47,0.0,MS
3,15,0.5,0.47,0.5,0.03,HDy
3,15,0.5,0.47,0.47,0.0,DyS
3,15,0.5,0.47,0.47,0.0,SORD
1,15,0.8,0.8,0.73,0.07,CC
1,15,0.8,0.8,0.73,0.07,ACC
1,15,0.8,0.8,0.75,0.05,PCC
1,15,0.8,0.8,0.72,0.08,PACC
1,15,0.8,0.8,0.81,0.01,X
1,15,0.8,0.8,0.81,0.01,MAX
1,15,0.8,0.8,0.76,0.04,T50
1,15,0.8,0.8,0.75,0.05,MS
1,15,0.8,0.8,0.77,0.03,HDy
1,15,0.8,0.8,0.75,0.05,DyS
1,15,0.8,0.8,0.75,0.05,SORD
2,15,0.8,0.8,0.8,0.0,CC
2,15,0.8,0.8,0.81,0.01,ACC
2,15,0.8,0.8,0.8,0.0,PCC
2,15,0.8,0.8,0.81,0.01,PACC
2,15,0.8,0.8,0.81,0.01,X
2,15,0.8,0.8,0.81,0.01,MAX
2,15,0.8,0.8,0.76,0.04,T50
2,15,0.8,0.8,0.81,0.01,MS
2,15,0.8,0.8,0.83,0.03,HDy
2,15,0.8,0.8,0.79,0.01,DyS
2,15,0.8,0.8,0.81,0.01,SORD
3,15,0.8,0.8,0.8,0.0,CC
3,15,0.8,0.8,0.81,0.01,ACC
3,15,0.8,0.8,0.81,0.01,PCC
3,15,0.8,0.8,0.81,0.01,PACC
3,15,0.8,0.8,0.81,0.01,X
3,15,0.8,0.8,0.81,0.01,MAX
3,15,0.8,0.8,0.91,0.11,T50
3,15,0.8,0.8,0.81,0.01,MS
3,15,0.8,0.8,0.85,0.05,HDy
3,15,0.8,0.8,0.79,0.01,DyS
3,15,0.8,0.8,0.81,0.01,SORD
1,20,0.2,0.2,0.2,0.0,CC
1,20,0.2,0.2,0.19,0.01,ACC
1,20,0.2,0.2,0.21,0.01,PCC
1,20,0.2,0.2,0.19,0.01,PACC
1,20,0.2,0.2,0.19,0.01,X
1,20,0.2,0.2,0.19,0.01,MAX
1,20,0.2,0.2,0.23,0.03,T50
1,20,0.2,0.2,0.19,0.01,MS
1,20,0.2,0.2,0.22,0.02,HDy
1,20,0.2,0.2,0.21,0.01,DyS
1,20,0.2,0.2,0.19,0.01,SORD
2,20,0.2,0.2,0.2,0.0,CC
2,20,0.2,0.2,0.19,0.01,ACC
2,20,0.2,0.2,0.21,0.01,PCC
2,20,0.2,0.2,0.19,0.01,PACC
2,20,0.2,0.2,0.19,0.01,X
2,20,0.2,0.2,0.19,0.01,MAX
2,20,0.2,0.2,0.06,0.14,T50
2,20,0.2,0.2,0.19,0.01,MS
2,20,0.2,0.2,0.2,0.0,HDy
2,20,0.2,0.2,0.21,0.01,DyS
2,20,0.2,0.2,0.19,0.01,SORD
3,20,0.2,0.2,0.25,0.05,CC
3,20,0.2,0.2,0.24,0.04,ACC
3,20,0.2,0.2,0.26,0.06,PCC
3,20,0.2,0.2,0.23,0.03,PACC
3,20,0.2,0.2,0.24,0.04,X
3,20,0.2,0.2,0.24,0.04,MAX
3,20,0.2,0.2,0.23,0.03,T50
3,20,0.2,0.2,0.24,0.04,MS
3,20,0.2,0.2,0.24,0.04,HDy
3,20,0.2,0.2,0.22,0.02,DyS
3,20,0.2,0.2,0.24,0.04,SORD
1,20,0.5,0.5,0.5,0.0,CC
1,20,0.5,0.5,0.5,0.0,ACC
1,20,0.5,0.5,0.48,0.02,PCC
1,20,0.5,0.5,0.47,0.03,PACC
1,20,0.5,0.5,0.5,0.0,X
1,20,0.5,0.5,0.5,0.0,MAX
1,20,0.5,0.5,0.45,0.05,T50
1,20,0.5,0.5,0.48,0.02,MS
1,20,0.5,0.5,0.47,0.03,HDy
1,20,0.5,0.5,0.45,0.05,DyS
1,20,0.5,0.5,0.48,0.02,SORD
2,20,0.5,0.5,0.5,0.0,CC
2,20,0.5,0.5,0.5,0.0,ACC
2,20,0.5,0.5,0.51,0.01,PCC
2,20,0.5,0.5,0.5,0.0,PACC
2,20,0.5,0.5,0.5,0.0,X
2,20,0.5,0.5,0.5,0.0,MAX
2,20,0.5,0.5,0.57,0.07,T50
2,20,0.5,0.5,0.51,0.01,MS
2,20,0.5,0.5,0.54,0.04,HDy
2,20,0.5,0.5,0.5,0.0,DyS
2,20,0.5,0.5,0.5,0.0,SORD
3,20,0.5,0.5,0.5,0.0,CC
3,20,0.5,0.5,0.5,0.0,ACC
3,20,0.5,0.5,0.48,0.02,PCC
3,20,0.5,0.5,0.47,0.03,PACC
3,20,0.5,0.5,0.5,0.0,X
3,20,0.5,0.5,0.5,0.0,MAX
3,20,0.5,0.5,0.45,0.05,T50
3,20,0.5,0.5,0.46,0.04,MS
3,20,0.5,0.5,0.47,0.03,HDy
3,20,0.5,0.5,0.45,0.05,DyS
3,20,0.5,0.5,0.46,0.04,SORD
1,20,0.8,0.8,0.8,0.0,CC
1,20,0.8,0.8,0.81,0.01,ACC
1,20,0.8,0.8,0.81,0.01,PCC
1,20,0.8,0.8,0.81,0.01,PACC
1,20,0.8,0.8,0.81,0.01,X
1,20,0.8,0.8,0.81,0.01,MAX
1,20,0.8,0.8,0.91,0.11,T50
1,20,0.8,0.8,0.81,0.01,MS
1,20,0.8,0.8,0.84,0.04,HDy
1,20,0.8,0.8,0.81,0.01,DyS
1,20,0.8,0.8,0.81,0.01,SORD
2,20,0.8,0.8,0.8,0.0,CC
2,20,0.8,0.8,0.81,0.01,ACC
2,20,0.8,0.8,0.8,0.0,PCC
2,20,0.8,0.8,0.79,0.01,PACC
2,20,0.8,0.8,0.81,0.01,X
2,20,0.8,0.8,0.81,0.01,MAX
2,20,0.8,0.8,0.74,0.06,T50
2,20,0.8,0.8,0.81,0.01,MS
2,20,0.8,0.8,0.85,0.05,HDy
2,20,0.8,0.8,0.84,0.04,DyS
2,20,0.8,0.8,0.81,0.01,SORD
3,20,0.8,0.8,0.75,0.05,CC
3,20,0.8,0.8,0.76,0.04,ACC
3,20,0.8,0.8,0.77,0.03,PCC
3,20,0.8,0.8,0.76,0.04,PACC
3,20,0.8,0.8,0.81,0.01,X
3,20,0.8,0.8,0.76,0.04,MAX
3,20,0.8,0.8,0.74,0.06,T50
3,20,0.8,0.8,0.78,0.02,MS
3,20,0.8,0.8,0.81,0.01,HDy
3,20,0.8,0.8,0.78,0.02,DyS
3,20,0.8,0.8,0.78,0.02,SORD
1,25,0.2,0.2,0.2,0.0,CC
1,25,0.2,0.2,0.19,0.01,ACC
1,25,0.2,0.2,0.23,0.03,PCC
1,25,0.2,0.2,0.19,0.01,PACC
1,25,0.2,0.2,0.19,0.01,X
1,25,0.2,0.2,0.19,0.01,MAX
1,25,0.2,0.2,0.23,0.03,T50
1,25,0.2,0.2,0.21,0.01,MS
1,25,0.2,0.2,0.23,0.03,HDy
1,25,0.2,0.2,0.21,0.01,DyS
1,25,0.2,0.2,0.2,0.0,SORD
2,25,0.2,0.2,0.2,0.0,CC
2,25,0.2,0.2,0.19,0.01,ACC
2,25,0.2,0.2,0.23,0.03,PCC
2,25,0.2,0.2,0.19,0.01,PACC
2,25,0.2,0.2,0.19,0.01,X
2,25,0.2,0.2,0.19,0.01,MAX
2,25,0.2,0.2,0.23,0.03,T50
2,25,0.2,0.2,0.2,0.0,MS
2,25,0.2,0.2,0.23,0.03,HDy
2,25,0.2,0.2,0.21,0.01,DyS
2,25,0.2,0.2,0.2,0.0,SORD
3,25,0.2,0.2,0.2,0.0,CC
3,25,0.2,0.2,0.19,0.01,ACC
3,25,0.2,0.2,0.21,0.01,PCC
3,25,0.2,0.2,0.19,0.01,PACC
3,25,0.2,0.2,0.19,0.01,X
3,25,0.2,0.2,0.19,0.01,MAX
3,25,0.2,0.2,0.18,0.02,T50
3,25,0.2,0.2,0.19,0.01,MS
3,25,0.2,0.2,0.21,0.01,HDy
3,25,0.2,0.2,0.2,0.0,DyS
3,25,0.2,0.2,0.19,0.01,SORD
1,25,0.5,0.48,0.48,0.0,CC
1,25,0.5,0.48,0.48,0.0,ACC
1,25,0.5,0.48,0.51,0.03,PCC
1,25,0.5,0.48,0.46,0.02,PACC
1,25,0.5,0.48,0.48,0.0,X
1,25,0.5,0.48,0.48,0.0,MAX
1,25,0.5,0.48,0.5,0.02,T50
1,25,0.5,0.48,0.48,0.0,MS
1,25,0.5,0.48,0.53,0.05,HDy
1,25,0.5,0.48,0.49,0.01,DyS
1,25,0.5,0.48,0.48,0.0,SORD
2,25,0.5,0.48,0.56,0.08,CC
2,25,0.5,0.48,0.56,0.08,ACC
2,25,0.5,0.48,0.55,0.07,PCC
2,25,0.5,0.48,0.54,0.06,PACC
2,25,0.5,0.48,0.56,0.08,X
2,25,0.5,0.48,0.56,0.08,MAX
2,25,0.5,0.48,0.59,0.11,T50
2,25,0.5,0.48,0.54,0.06,MS
2,25,0.5,0.48,0.58,0.1,HDy
2,25,0.5,0.48,0.54,0.06,DyS
2,25,0.5,0.48,0.54,0.06,SORD
3,25,0.5,0.48,0.48,0.0,CC
3,25,0.5,0.48,0.48,0.0,ACC
3,25,0.5,0.48,0.49,0.01,PCC
3,25,0.5,0.48,0.45,0.03,PACC
3,25,0.5,0.48,0.48,0.0,X
3,25,0.5,0.48,0.48,0.0,MAX
3,25,0.5,0.48,0.45,0.03,T50
3,25,0.5,0.48,0.48,0.0,MS
3,25,0.5,0.48,0.5,0.02,HDy
3,25,0.5,0.48,0.46,0.02,DyS
3,25,0.5,0.48,0.48,0.0,SORD
1,25,0.8,0.8,0.8,0.0,CC
1,25,0.8,0.8,0.81,0.01,ACC
1,25,0.8,0.8,0.79,0.01,PCC
1,25,0.8,0.8,0.8,0.0,PACC
1,25,0.8,0.8,0.81,0.01,X
1,25,0.8,0.8,0.81,0.01,MAX
1,25,0.8,0.8,0.82,0.02,T50
1,25,0.8,0.8,0.8,0.0,MS
1,25,0.8,0.8,0.8,0.0,HDy
1,25,0.8,0.8,0.79,0.01,DyS
1,25,0.8,0.8,0.8,0.0,SORD
2,25,0.8,0.8,0.8,0.0,CC
2,25,0.8,0.8,0.81,0.01,ACC
2,25,0.8,0.8,0.81,0.01,PCC
2,25,0.8,0.8,0.81,0.01,PACC
2,25,0.8,0.8,0.81,0.01,X
2,25,0.8,0.8,0.81,0.01,MAX
2,25,0.8,0.8,0.86,0.06,T50
2,25,0.8,0.8,0.81,0.01,MS
2,25,0.8,0.8,0.84,0.04,HDy
2,25,0.8,0.8,0.81,0.01,DyS
2,25,0.8,0.8,0.81,0.01,SORD
3,25,0.8,0.8,0.8,0.0,CC
3,25,0.8,0.8,0.81,0.01,ACC
3,25,0.8,0.8,0.8,0.0,PCC
3,25,0.8,0.8,0.8,0.0,PACC
3,25,0.8,0.8,0.81,0.01,X
3,25,0.8,0.8,0.81,0.01,MAX
3,25,0.8,0.8,0.82,0.02,T50
3,25,0.8,0.8,0.8,0.0,MS
3,25,0.8,0.8,0.83,0.03,HDy
3,25,0.8,0.8,0.8,0.0,DyS
3,25,0.8,0.8,0.81,0.01,SORD
1,30,0.2,0.2,0.2,0.0,CC
1,30,0.2,0.2,0.19,0.01,ACC
1,30,0.2,0.2,0.22,0.02,PCC
1,30,0.2,0.2,0.19,0.01,PACC
1,30,0.2,0.2,0.19,0.01,X
1,30,0.2,0.2,0.19,0.01,MAX
1,30,0.2,0.2,0.19,0.01,T50
1,30,0.2,0.2,0.19,0.01,MS
1,30,0.2,0.2,0.21,0.01,HDy
1,30,0.2,0.2,0.2,0.0,DyS
1,30,0.2,0.2,0.19,0.01,SORD
2,30,0.2,0.2,0.2,0.0,CC
2,30,0.2,0.2,0.19,0.01,ACC
2,30,0.2,0.2,0.23,0.03,PCC
2,30,0.2,0.2,0.19,0.01,PACC
2,30,0.2,0.2,0.19,0.01,X
2,30,0.2,0.2,0.19,0.01,MAX
2,30,0.2,0.2,0.15,0.05,T50
2,30,0.2,0.2,0.2,0.0,MS
2,30,0.2,0.2,0.2,0.0,HDy
2,30,0.2,0.2,0.21,0.01,DyS
2,30,0.2,0.2,0.2,0.0,SORD
3,30,0.2,0.2,0.23,0.03,CC
3,30,0.2,0.2,0.22,0.02,ACC
3,30,0.2,0.2,0.24,0.04,PCC
3,30,0.2,0.2,0.21,0.01,PACC
3,30,0.2,0.2,0.23,0.03,X
3,30,0.2,0.2,0.23,0.03,MAX
3,30,0.2,0.2,0.23,0.03,T50
3,30,0.2,0.2,0.21,0.01,MS
3,30,0.2,0.2,0.23,0.03,HDy
3,30,0.2,0.2,0.22,0.02,DyS
3,30,0.2,0.2,0.21,0.01,SORD
1,30,0.5,0.5,0.5,0.0,CC
1,30,0.5,0.5,0.5,0.0,ACC
1,30,0.5,0.5,0.5,0.0,PCC
1,30,0.5,0.5,0.5,0.0,PACC
1,30,0.5,0.5,0.5,0.0,X
1,30,0.5,0.5,0.5,0.0,MAX
1,30,0.5,0.5,0.49,0.01,T50
1,30,0.5,0.5,0.49,0.01,MS
1,30,0.5,0.5,0.53,0.03,HDy
1,30,0.5,0.5,0.5,0.0,DyS
1,30,0.5,0.5,0.5,0.0,SORD
2,30,0.5,0.5,0.5,0.0,CC
2,30,0.5,0.5,0.5,0.0,ACC
2,30,0.5,0.5,0.53,0.03,PCC
2,30,0.5,0.5,0.5,0.0,PACC
2,30,0.5,0.5,0.5,0.0,X
2,30,0.5,0.5,0.5,0.0,MAX
2,30,0.5,0.5,0.53,0.03,T50
2,30,0.5,0.5,0.51,0.01,MS
2,30,0.5,0.5,0.57,0.07,HDy
2,30,0.5,0.5,0.53,0.03,DyS
2,30,0.5,0.5,0.51,0.01,SORD
3,30,0.5,0.5,0.5,0.0,CC
3,30,0.5,0.5,0.5,0.0,ACC
3,30,0.5,0.5,0.5,0.0,PCC
3,30,0.5,0.5,0.5,0.0,PACC
3,30,0.5,0.5,0.5,0.0,X
3,30,0.5,0.5,0.5,0.0,MAX
3,30,0.5,0.5,0.45,0.05,T50
3,30,0.5,0.5,0.49,0.01,MS
3,30,0.5,0.5,0.51,0.01,HDy
3,30,0.5,0.5,0.5,0.0,DyS
3,30,0.5,0.5,0.5,0.0,SORD
1,30,0.8,0.8,0.8,0.0,CC
1,30,0.8,0.8,0.81,0.01,ACC
1,30,0.8,0.8,0.8,0.0,PCC
1,30,0.8,0.8,0.81,0.01,PACC
1,30,0.8,0.8,0.81,0.01,X
1,30,0.8,0.8,0.81,0.01,MAX
1,30,0.8,0.8,0.87,0.07,T50
1,30,0.8,0.8,0.81,0.01,MS
1,30,0.8,0.8,0.8,0.0,HDy
1,30,0.8,0.8,0.8,0.0,DyS
1,30,0.8,0.8,0.81,0.01,SORD
2,30,0.8,0.8,0.8,0.0,CC
2,30,0.8,0.8,0.81,0.01,ACC
2,30,0.8,0.8,0.8,0.0,PCC
2,30,0.8,0.8,0.8,0.0,PACC
2,30,0.8,0.8,0.81,0.01,X
2,30,0.8,0.8,0.81,0.01,MAX
2,30,0.8,0.8,0.87,0.07,T50
2,30,0.8,0.8,0.8,0.0,MS
2,30,0.8,0.8,0.81,0.01,HDy
2,30,0.8,0.8,0.79,0.01,DyS
2,30,0.8,0.8,0.8,0.0,SORD
3,30,0.8,0.8,0.8,0.0,CC
3,30,0.8,0.8,0.81,0.01,ACC
3,30,0.8,0.8,0.81,0.01,PCC
3,30,0.8,0.8,0.8,0.0,PACC
3,30,0.8,0.8,0.81,0.01,X
3,30,0.8,0.8,0.81,0.01,MAX
3,30,0.8,0.8,0.83,0.03,T50
3,30,0.8,0.8,0.81,0.01,MS
3,30,0.8,0.8,0.84,0.04,HDy
3,30,0.8,0.8,0.84,0.04,DyS
3,30,0.8,0.8,0.81,0.01,SORD
1,35,0.2,0.2,0.23,0.03,CC
1,35,0.2,0.2,0.22,0.02,ACC
1,35,0.2,0.2,0.24,0.04,PCC
1,35,0.2,0.2,0.21,0.01,PACC
1,35,0.2,0.2,0.22,0.02,X
1,35,0.2,0.2,0.22,0.02,MAX
1,35,0.2,0.2,0.19,0.01,T50
1,35,0.2,0.2,0.21,0.01,MS
1,35,0.2,0.2,0.21,0.01,HDy
1,35,0.2,0.2,0.21,0.01,DyS
1,35,0.2,0.2,0.21,0.01,SORD
2,35,0.2,0.2,0.2,0.0,CC
2,35,0.2,0.2,0.22,0.02,ACC
2,35,0.2,0.2,0.22,0.02,PCC
2,35,0.2,0.2,0.2,0.0,PACC
2,35,0.2,0.2,0.22,0.02,X
2,35,0.2,0.2,0.22,0.02,MAX
2,35,0.2,0.2,0.16,0.04,T50
2,35,0.2,0.2,0.2,0.0,MS
2,35,0.2,0.2,0.2,0.0,HDy
2,35,0.2,0.2,0.2,0.0,DyS
2,35,0.2,0.2,0.2,0.0,SORD
3,35,0.2,0.2,0.2,0.0,CC
3,35,0.2,0.2,0.19,0.01,ACC
3,35,0.2,0.2,0.21,0.01,PCC
3,35,0.2,0.2,0.19,0.01,PACC
3,35,0.2,0.2,0.19,0.01,X
3,35,0.2,0.2,0.19,0.01,MAX
3,35,0.2,0.2,0.19,0.01,T50
3,35,0.2,0.2,0.19,0.01,MS
3,35,0.2,0.2,0.19,0.01,HDy
3,35,0.2,0.2,0.19,0.01,DyS
3,35,0.2,0.2,0.18,0.02,SORD
1,35,0.5,0.49,0.49,0.0,CC
1,35,0.5,0.49,0.49,0.0,ACC
1,35,0.5,0.49,0.5,0.01,PCC
1,35,0.5,0.49,0.47,0.02,PACC
1,35,0.5,0.49,0.49,0.0,X
1,35,0.5,0.49,0.49,0.0,MAX
1,35,0.5,0.49,0.49,0.0,T50
1,35,0.5,0.49,0.49,0.0,MS
1,35,0.5,0.49,0.51,0.02,HDy
1,35,0.5,0.49,0.48,0.01,DyS
1,35,0.5,0.49,0.48,0.01,SORD
2,35,0.5,0.49,0.49,0.0,CC
2,35,0.5,0.49,0.49,0.0,ACC
2,35,0.5,0.49,0.48,0.01,PCC
2,35,0.5,0.49,0.48,0.01,PACC
2,35,0.5,0.49,0.49,0.0,X
2,35,0.5,0.49,0.49,0.0,MAX
2,35,0.5,0.49,0.49,0.0,T50
2,35,0.5,0.49,0.48,0.01,MS
2,35,0.5,0.49,0.5,0.01,HDy
2,35,0.5,0.49,0.47,0.02,DyS
2,35,0.5,0.49,0.48,0.01,SORD
3,35,0.5,0.49,0.49,0.0,CC
3,35,0.5,0.49,0.49,0.0,ACC
3,35,0.5,0.49,0.5,0.01,PCC
3,35,0.5,0.49,0.47,0.02,PACC
3,35,0.5,0.49,0.49,0.0,X
3,35,0.5,0.49,0.49,0.0,MAX
3,35,0.5,0.49,0.49,0.0,T50
3,35,0.5,0.49,0.49,0.0,MS
3,35,0.5,0.49,0.51,0.02,HDy
3,35,0.5,0.49,0.49,0.0,DyS
3,35,0.5,0.49,0.49,0.0,SORD
1,35,0.8,0.8,0.8,0.0,CC
1,35,0.8,0.8,0.81,0.01,ACC
1,35,0.8,0.8,0.81,0.01,PCC
1,35,0.8,0.8,0.81,0.01,PACC
1,35,0.8,0.8,0.81,0.01,X
1,35,0.8,0.8,0.81,0.01,MAX
1,35,0.8,0.8,0.88,0.08,T50
1,35,0.8,0.8,0.81,0.01,MS
1,35,0.8,0.8,0.82,0.02,HDy
1,35,0.8,0.8,0.81,0.01,DyS
1,35,0.8,0.8,0.81,0.01,SORD
2,35,0.8,0.8,0.8,0.0,CC
2,35,0.8,0.8,0.81,0.01,ACC
2,35,0.8,0.8,0.82,0.02,PCC
2,35,0.8,0.8,0.8,0.0,PACC
2,35,0.8,0.8,0.81,0.01,X
2,35,0.8,0.8,0.81,0.01,MAX
2,35,0.8,0.8,0.88,0.08,T50
2,35,0.8,0.8,0.81,0.01,MS
2,35,0.8,0.8,0.9,0.1,HDy
2,35,0.8,0.8,0.89,0.09,DyS
2,35,0.8,0.8,0.81,0.01,SORD
3,35,0.8,0.8,0.8,0.0,CC
3,35,0.8,0.8,0.81,0.01,ACC
3,35,0.8,0.8,0.78,0.02,PCC
3,35,0.8,0.8,0.78,0.02,PACC
3,35,0.8,0.8,0.81,0.01,X
3,35,0.8,0.8,0.81,0.01,MAX
3,35,0.8,0.8,0.68,0.12,T50
3,35,0.8,0.8,0.8,0.0,MS
